Industry  Industry name,Variance  Full Year Net Profit Variance,Equity  Latest Equity,Face Value  Latest Face Value,Reserves  Total Reserve,Dividend  Full Year Dividend %,Sales Turnover  Full Year Net Sales,Net Profit  Full Year Net Profit,Full Year CPS  Full Year Cash Per Share,Earning Per Share  Full Year Earning Per Share,Latest Quarter Date  Latest Quarter Yrc,Latest Quarter Sales  Latest Quarter Net Sales,Book Value  Book value,Networth  Full Year Return on Networth,Price/Book Value  Price to Book value,Yearly PE ratio  Full Year Price to Earning per share,Yearly PC ratio  Full Year Price to Cash Per Share,Bse value  BSE Value in lakhs,Nse value  NSE Value in lakhs,High  52 week high,Low  52 week low,Price  NSE Current market price,CPM  Current market price,Market cap  BSE / NSE Market Cap,Net profit  Latest Quarter Net Profit,Net profit variance  Latest Quarter Net Profit variance,Result year  Trailing latest month,TTM Sales  Trailing Twelve 12 month Net Sales,TTM OP  Trailing Twelve 12 month Operating  Profit,TTM OPM  Trailing Twelve 12 month Operating  Profit  Margin,TTM GP  Trailing Twelve 12 month Gross  Profit,TTM GPM  Trailing Twelve 12 month Gross  Profit Margin,TTM NP  Trailing Twelve 12 month Net Profit,TTM NPV  Trailing Twelve 12 month Net Profit  Variane,TTM EPS  Trailing Twelve 12 month EPS,TTM PE  Trailing Twelve 12 month PE,TTM Depreciation  Trailing Twelve 12 month  Depreciation,Equity  Latest Equity.1,LTP  Latest Price (BSE/NSE),Gross block  Latest Gross Block,Loans  Total loans,Year OPM  Full Year Operating Profit Margin,Year GPM  Full Year Gross Profit Margin,Quarter OPM  Latest quater Operation Profit Margin,stock name
Capital Goods - Electrical Equipment,0.07936507936507936,0.14340313970750815,0.047619047619047616,0.15912777385780352,0.023529411764705882,0.01940824148333099,0.00807209141488692,0.012275731822474031,0.007707129094412332,1-Jun-21,0.021622678396871944,0.019281168101834518,0.2316365626710454,0.30636685638448724,0.0,0.5409556313993175,0.0,0.11592575356225425,0.03768791022655092,0.02742616033755274,0.019431988041853514,0.0,0.01599507598126877,0.00010827393305061808,0.0,1-Jun-21,0.02431250596062641,0.01753184229742741,0.2737748806890932,0.01170651031418281,0.21575269955536733,0.016910994764397908,1.0,0.010605524973486189,0.6386879730866274,0.029185688087713144,0.14340313970750815,0.01938369781312127,0.01566468463059829,0.026594417311325804,0.22247191011235956,0.18526785714285715,0.09099901088031652,MARINE
Pharmaceuticals,0.3849206349206349,0.24700717015698542,0.0,0.26883704919571816,0.0588235294117647,0.13369020844161839,0.24488784747669726,0.06326723323890462,0.07450224791265254,1-Jun-21,0.1364457478005865,0.03949831523773867,0.8081007115489873,0.27972716958709404,0.17061611374407584,0.18600682593856657,0.24493112375049603,0.18525243965053906,0.04065212788481897,0.04641350210970464,0.03587443946188341,0.03793193037152508,0.099170735358946,0.22585942434358933,0.0416988416988417,1-Jun-21,0.13811476122455107,0.17425862860023136,0.47887323943661975,0.17530872807520062,0.5346178276519161,0.22565445026178013,0.17405250690880383,0.06211807484470482,0.1998317914213625,0.16852003589683562,0.24700717015698542,0.03578528827037773,0.12774658891805524,0.06107922474540421,0.5235955056179775,0.5267857142857143,0.4391691394658754,MARKSANS
Finance,0.40079365079365076,0.007707129094412332,0.42857142857142855,0.1451291194810633,0.0,0.0,0.0,0.0,0.0,1-Jun-21,1.1730205278592376e-05,0.11213028828154248,0.12370005473453749,0.029759546476043633,0.0,0.0,0.0,1.6020031447321732e-06,0.02413720093161126,0.022151898734177212,0.014449427005480816,0.0,0.0,0.0,0.15444015444015444,1-Jun-21,1.0538124034773703e-05,1.29243216346682e-05,0.4656035385868933,9.962987501432179e-06,0.42345966546686425,1.3089005235602096e-05,0.0,0.00030301499924246253,0.0,0.0,0.007707129094412332,0.014413518886679919,0.0,0.026309222487611854,0.19325842696629214,0.20089285714285715,1.0,MASKINVEST
IT - Software,0.2857142857142857,0.06866925676742791,0.19047619047619047,0.26889069530574183,0.6823529411764705,0.16727403442128427,0.21608844204506747,0.9452313503305004,1.0,1-Jun-21,0.20194330400782015,0.6317858479970049,0.4893267651888341,0.7080399441043298,0.4603926878808396,0.4778156996587031,1.0,0.9999999999999999,1.0,0.6993670886075949,1.0,1.0,0.236206176649172,0.250040602724894,0.10965250965250965,1-Jun-21,0.14501934009213482,0.1450302752234292,0.3796996857176114,0.2080919384486632,0.4774507728138894,0.21848167539267016,0.17128898539281487,0.9474268976314328,0.5019343986543314,0.14268992157321786,0.06866925676742791,0.9999999999999999,0.22818961975138322,0.02457428731001866,0.44494382022471907,0.4754464285714286,0.4312561819980218,MASTEK
Miscellaneous,0.15079365079365079,0.060709434915821724,0.19047619047619047,0.18036567274829765,0.16470588235294117,0.042600589718305076,0.042073970085778886,0.2747875354107649,0.2286448298008992,1-Jun-21,0.0412316715542522,0.2141520029951329,0.48516694033935404,0.7565108921432142,0.7718348002708193,0.5955631399317406,0.03554354604032425,0.02983250256120253,0.5250899851789117,0.5390295358649788,0.5057299451918286,0.5279293322941024,0.07704492335332332,0.04980600920328431,0.07413127413127413,1-Jun-21,0.03837774010983887,0.03569697635495357,0.3531602840181585,0.04260671604987471,0.45670124920601307,0.04191099476439791,0.1305763916304777,0.19958587950103535,0.8647603027754415,0.1076905068477116,0.060709434915821724,0.5044731610337971,0.03593850791643514,0.1664824783430181,0.31235955056179776,0.38169642857142866,0.41147378832838777,MATRIMONY
Plastic products,0.03571428571428571,0.1292523453046527,0.19047619047619047,0.23238153709516743,0.0,0.04980156513375531,0.08909235422236444,0.2219074598677998,0.2491971740526654,1-Jun-21,0.04619745845552298,0.2605765630849869,0.44926108374384227,0.2845305403393377,0.3344617467840217,0.3464163822525598,0.07240981840857126,0.02850444195421956,0.23036205801397416,0.24050632911392403,0.23766816143497757,0.24837620161080803,0.07060610345429896,0.05045565280158802,1.0,1-Jun-21,0.04577550318225001,0.058850898563461644,0.48818531020835754,0.0782393408487469,0.5617192462417955,0.08924083769633509,0.11796782471377815,0.23483662441290845,0.3460050462573591,0.07058410394475009,0.1292523453046527,0.23707753479125246,0.06073631256133986,0.07457844640119783,0.5011235955056179,0.578125,0.294757665677547,MAYURUNIQ
Fertilizers,0.14285714285714285,0.1268517641113112,0.42857142857142855,0.16182647122594027,0.011764705882352941,0.01803255594794546,0.02088214952981616,0.1274787535410765,0.11817597944765575,1-Jun-21,0.026322580645161287,0.1265443654062149,0.3848932676518883,0.24339873145344604,0.2965470548408937,0.25426621160409557,0.0,0.02761212620260374,0.09527842473004447,0.06012658227848101,0.09965122072745392,0.0,0.014355178121387042,0.02984751421095371,0.06177606177606178,1-Jun-21,0.02144613622316796,0.029648393829928853,0.5247351879874287,0.02094219972801044,0.43743383442727074,0.02956806282722513,0.07402289774970391,0.10413615473965963,0.32783851976450795,0.03956455577665926,0.1268517641113112,0.09940357852882702,0.027882627698687934,0.031537794255700934,0.4719101123595505,0.4330357142857143,0.4668644906033631,MBAPL
Mining & Mineral products,0.0,0.07416532423639408,0.19047619047619047,0.14776373955111616,0.0,0.03723386168336888,0.004521196981739732,0.024551463644948063,0.02055234425176622,1-Jun-21,0.043644183773216036,0.031074503931111937,0.4746579091406677,0.18922230451287647,0.3344617467840217,0.26109215017064846,0.0,0.002129062179349058,0.04827440186322253,0.035864978902953586,0.019431988041853514,0.0,0.0032624951134104653,0.004330957322024723,0.43397683397683395,1-Jun-21,0.04918037105788539,0.0062295230279100725,0.04818996624374345,0.004981493750716089,0.04531018420495447,0.006924083769633508,0.2171338333991315,0.019695974950760062,0.3451640033641716,0.011042178781848688,0.07416532423639408,0.01938369781312127,0.004021553311660801,0.027758962841491097,0.02247191011235955,0.02678571428571429,0.027695351137487636,MCL
Auto Ancillaries,0.12301587301587301,0.023816292365520075,0.0,0.15670624805812258,0.3529411764705882,0.014511733645518094,0.019395728604312688,0.044381491973559964,0.043673731535003216,1-Jun-21,0.018068426197458454,0.03182328715836765,0.5624521072796934,0.362881042865258,0.3033175355450237,0.2764505119453925,0.009977135730617336,0.005458024714102514,0.03641753123015033,0.040084388185654005,0.03736920777279522,0.03949077682514939,0.01386078002445374,0.023639808716051616,0.32432432432432434,1-Jun-21,0.018378488316645337,0.025745248696259056,0.5317192410662321,0.018994435671480448,0.4628414143552826,0.03043193717277487,0.23934070272404268,0.041917074895207324,0.3079899074852817,0.02953685278395568,0.023816292365520075,0.037276341948310136,0.032195844749733346,0.024835715898423115,0.4876404494382023,0.45982142857142866,0.4391691394658754,MENONBE
Healthcare,0.10714285714285714,0.05306547901070786,0.047619047619047616,0.2466066972697855,0.9411764705882352,0.0969479406006966,0.18843481941017992,0.42209631728045327,0.4585741811175338,1-Jun-21,0.12776539589442815,0.25739423436915004,0.7746031746031744,1.0000000000000002,1.0,1.0,0.22223691918142136,0.4514028341037633,1.0,0.9999999999999999,1.0,1.0,0.4822078235338152,0.228494090047821,1.0,1-Jun-21,0.09076591612390937,0.12941769468875003,0.5412641136072635,0.19590720473441162,0.7046368833368621,0.16469895287958117,0.30692360836952237,0.4806827937982931,1.0,0.1662179562214679,0.05306547901070786,0.9999999999999999,0.0933217519410541,0.291397811129728,0.6202247191011236,0.6272321428571429,0.6191889218595451,METROPOLIS
Auto Ancillaries,0.07539682539682539,0.3492845636311949,0.047619047619047616,0.5750162614771008,0.10117647058823528,0.6192178217340827,0.2116085345334806,0.19169027384324835,0.09248554913294799,1-Jun-21,0.6266080156402737,0.19262448521153125,0.3603721948549534,0.5633454050178862,1.0,0.575085324232082,0.4520133784320024,0.809498597045746,0.3518949820029642,0.31856540084388185,0.34030891878425507,0.35593660691088597,0.6503411047435269,0.055580618965983944,0.17142857142857143,1-Jun-21,0.47926966585189407,0.26832830361816384,0.2125480153649168,0.4566983655719003,0.26466229091679017,0.027159685863874346,1.0,0.12403413968991465,0.9379310344827586,1.0,0.3492845636311949,0.3399602385685885,0.8531590163480718,0.8766413556260622,0.2247191011235955,0.22321428571428573,0.18199802176063304,MINDAIND
IT - Software,0.30158730158730157,1.0,0.42857142857142855,0.8131573045512017,0.588235294117647,0.7740854265742418,1.0,0.7847025495750707,0.8657675016056521,1-Jun-21,0.8960703812316715,0.5286409584425309,0.7724137931034482,1.0000000000000002,0.7582938388625593,0.7747440273037542,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.09420849420849421,1-Jun-21,0.8273059654739443,0.8674158465107562,0.39809102549179376,0.9623747777008412,0.48973110311242846,1.0,0.1608517568101066,0.7606686530983284,0.8428931875525651,0.9926255413789068,1.0,0.9999999999999999,0.5940572980867284,1.0,0.4359550561797753,0.4709821428571429,0.4015825914935708,MINDTREE
"Castings, Forgings & Fastners",0.031746031746031744,0.14093938532486813,0.42857142857142855,0.21183209661664415,0.1176470588235294,0.07602119877004387,0.04666742364028614,0.41454202077431535,0.2273603082851638,1-Jun-21,0.09452199413489737,0.3766379633096218,0.3312534209085933,0.3199490266626949,0.5903859174001355,0.3003412969283277,0.014946807505527106,0.026356155737133714,0.34088503070082576,0.270042194092827,0.3856502242152466,0.4011431540659912,0.06165570129837724,0.08257691960660471,0.5976833976833977,1-Jun-21,0.0616227341057427,0.05754554207836016,0.3545570946339192,0.07869265678006206,0.37264450561084056,0.015471204188481677,0.7421535728385315,0.3475582041311045,0.3771236333052986,0.23563151117874287,0.14093938532486813,0.3832007952286282,0.2722883255733747,0.07731156346178986,0.3348314606741573,0.30803571428571436,0.3699307616221563,MMFL
"Diamond, Gems and Jewellery",0.011904761904761904,0.05622413847563095,0.047619047619047616,0.1465939563186549,0.0,0.03270750652139065,0.00583213765909349,0.010387157695939566,0.014129736673089277,1-Jun-21,0.0261505376344086,0.01141894421564957,0.4735632183908045,0.4418143293922715,0.4333107650643196,0.552901023890785,0.0,0.03404577083184814,0.013974168960406522,0.004219409282700422,0.016940707523667164,0.0,0.00597503056717709,0.0038617702788053786,0.0833976833976834,1-Jun-21,0.04242543355159544,0.006481547299786102,0.057967640554068216,0.004159547281847934,0.043828075375820445,0.007905759162303665,0.0,0.011413564971466087,0.5229604709840202,0.0006242927933200672,0.05622413847563095,0.016898608349900594,1.277359442560339e-05,0.02457428731001866,0.02247191011235955,0.02901785714285714,0.039564787339268055,MOKSH
Plastic products,0.1111111111111111,0.07738715689061562,0.19047619047619047,0.17973086044635053,0.32941176470588235,0.04651973904722119,0.04949575234575803,0.23323890462700658,0.21836865767501606,1-Jun-21,0.052289345063538606,0.17296892549606888,0.5431855500821017,0.4447935260863602,0.3886255924170616,0.33788395904436863,0.024942839326543335,0.031621940073868364,0.24094854965064577,0.26371308016877637,0.24314897857498755,0.2540919719407639,0.04616400642118659,0.043526121086348464,1.0,1-Jun-21,0.041264132282963384,0.04639831466845883,0.4269584448841811,0.0504077352634961,0.39148846072411597,0.04261780104712042,0.24143801816028426,0.20998939447502651,0.39562657695542475,0.07877794685707598,0.07738715689061562,0.24254473161033793,0.0547497546405404,0.05202428909248631,0.41123595505617977,0.37500000000000006,0.3738872403560831,MOLDTKPAC
Pharmaceuticals,0.75,0.6938943112543038,0.047619047619047616,0.25406797707224865,0.0,0.11541379863111517,0.10020954406102585,0.02171860245514636,0.021836865767501608,1-Jun-21,0.15121407624633432,0.02770497940846125,0.34614121510673235,0.29780018430859967,0.42789438050101564,0.4112627986348123,0.36068857353413575,0.1410996309785756,0.030912555579081093,0.02320675105485232,0.026905829596412557,0.028578851649779167,0.10204330142147772,0.10989804204637733,0.08803088803088803,1-Jun-21,0.10861644442641255,0.059749138917071086,0.20882318705622163,0.07292906851048354,0.2354435739995765,0.08948952879581153,0.34272601658112917,0.019594969951012578,0.47771236333052985,0.1283702056264388,0.6938943112543038,0.0268389662027833,0.16021280808313051,0.02457428731001866,0.19325842696629214,0.21875000000000003,0.22354104846686454,MOREPENLAB
IT - Software,0.011904761904761904,1.0,0.42857142857142855,1.0,0.9999999999999999,0.9445412195607716,1.0,0.7355996222851747,0.8349389852280027,1-Jun-21,1.0,0.6512542119056532,0.5902572523262177,0.7250207726284824,0.6161137440758294,0.6467576791808873,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.03552123552123552,1-Jun-21,0.9849468167225276,1.0,0.43370969619369104,0.9747537896713707,0.4092737666737242,1.0,0.017790169759178843,0.6910762082723095,0.7259882253994954,0.928089273869445,1.0,0.9999999999999999,0.7317076805494347,0.5820351027295522,0.38426966292134834,0.4084821428571429,0.3600395647873393,MPHASIS
Media - Print/Television/Radio,0.03571428571428571,0.10246691304210495,0.42857142857142855,0.19693785023645266,0.0,0.04104225666833446,0.059570383063059354,0.4126534466477809,0.4110468850353244,1-Jun-21,0.045806451612903226,0.394047173343317,0.46480569239189923,0.27842590625221697,0.29925524712254575,0.2764505119453925,0.011469926872130156,0.021380333969595586,0.34003811136989204,0.35970464135021096,0.3507722969606377,0.36736814757079767,0.04214294625999152,0.07719931426509069,0.0833976833976834,1-Jun-21,0.03708681991557909,0.05012051929924328,0.5130950995227563,0.06282161769028059,0.5831039593478721,0.0656282722513089,0.03286616660086854,0.36998131407504675,0.32464255677039533,0.06847711576729487,0.10246691304210495,0.3508946322067594,0.04651078623602621,0.06932610839779925,0.5370786516853933,0.5825892857142857,0.5301681503461919,MPSLTD
Finance,0.08333333333333333,1.0,0.42857142857142855,1.0,0.4705882352941176,1.0000000000000002,1.0,0.9121813031161472,1.0,1-Jun-21,1.0,0.7326843878697117,0.7321291735084837,0.3215890489944689,0.2153012863913338,0.26621160409556316,0.5542601235804312,0.9999999999999999,0.6932034723692568,0.9999999999999999,0.7503736920777279,0.7830605352039491,1.0,1.0,0.023166023166023165,1-Jun-21,1.0,1.0,1.0,1.0,0.9549015456277788,1.0,0.03543229372285828,0.9891419625271453,0.25887300252312867,0.24604939716727148,1.0,0.7485089463220675,0.11571173403673257,1.0,1.0,0.984375,1.0,MUTHOOTFIN
Agro Chemicals,1.0,0.11238510376196342,0.0,0.19940259095809715,0.023529411764705882,0.09858982517329655,0.017475768242204034,0.019830028328611898,0.01027617212588311,1-Dec-20,0.10351906158357771,0.03687757394234369,0.2362342638204707,0.14968502472583356,0.6106973595125255,0.31399317406143346,0.009618110013038302,0.009076949818052493,0.02074952360787635,0.017932489451476793,0.018435475834578975,0.019745388412574696,0.024530928992655562,0.033131823513489124,0.22239382239382238,1-Dec-20,0.1171312486465097,0.06026611178245782,0.19532068443720174,0.04185451049351658,0.15646834639000634,0.043128272251308906,1.0,0.01979697995050755,0.32649285113540794,0.09731163915876548,0.11238510376196342,0.018389662027833,0.10745147630817573,0.07510130357800675,0.12134831460674159,0.08258928571428571,0.19386745796241348,NACLIND
Finance,0.0,0.028301588805710855,0.19047619047619047,0.1451812754213641,0.0,0.0004605049037943079,0.00016515788061149708,0.0018885741265344666,0.0012845215157353887,1-Jun-21,0.000750733137829912,0.03163609135155372,0.12194854953475642,0.02638459351622078,0.0,0.0,0.0,0.0,0.0029642176582680498,0.005274261603375527,0.0034877927254608867,0.0036373083917900758,1.63024944480025e-05,0.00046918704321934497,0.03861003861003861,1-Jun-21,0.0004836998931961129,0.0037222046307844414,1.0,0.00012453734376790222,0.11539275883972051,0.000274869109947644,0.0,0.001717084995707288,0.0,0.0001560731983300168,0.028301588805710855,0.003479125248508946,0.0002959216041931452,0.2366166387413402,1.0,0.08928571428571429,1.0,NAGREEKCAP
Finance,1.0,0.04131526580119397,0.19047619047619047,0.29707278510485946,0.07058823529411765,0.0021140478283890587,0.06292515251298038,0.34844192634560905,0.46756583172768146,1-Jun-21,0.001806451612903226,1.0,0.13092501368363435,0.023596869298639023,0.0988490182802979,0.12286689419795223,0.012584796205665048,0.0035308149309897095,0.1791234384924836,0.05590717299578059,0.13303437967115098,0.13769810340348143,0.014433363553943791,0.2104123432283678,1.0,1-Jun-21,0.0016428935370212201,0.0007496106548107556,0.17343731812361773,0.06941711541622869,1.0,0.008481675392670158,1.0,0.7141053482147367,0.06291000841042893,0.0030824456670178317,0.04131526580119397,0.13121272365805167,0.009071380974582674,0.02457428731001866,1.0,1.0,0.9317507418397627,NAHARCAP
Packaging,0.2738095238095238,0.06607915600619096,0.19047619047619047,0.21921737776324035,0.07058823529411765,0.029474256901501503,0.06461802078924823,0.24740321057601508,0.3275529865125241,1-Jun-21,0.04119648093841642,0.3985398727068513,0.2868089764641488,0.0779816761624349,0.11916046039268789,0.14505119453924914,0.020861283800381696,0.013985487453511872,0.13466017361846283,0.0590717299578059,0.11061285500747384,0.11639386853728242,0.018039874570603943,0.0638455291888478,0.07104247104247104,1-Jun-21,0.028911343289401654,0.03362262273258932,0.44162495634966825,0.03869624345556258,0.4655939021808172,0.060968586387434555,0.1585323726806159,0.2801878692995303,0.136080740117746,0.00827187951149089,0.06607915600619096,0.11083499005964213,0.03582141663420044,0.02457428731001866,0.45393258426966293,0.49330357142857145,0.39564787339268054,NAHARPOLY
Textiles,0.0,0.10234056666350802,0.19047619047619047,0.2739483313451986,0.07058823529411765,0.20516464993369313,0.04165075301671192,0.32011331444759206,0.14386640976236353,1-Jun-21,0.28863343108504397,0.4649943841257955,0.22747673782156538,0.12374656120835607,0.47393364928909953,0.19795221843003413,0.03943614066249693,0.022863788881617574,0.20071988143129368,0.03481012658227848,0.19531639262580966,0.20368926994024425,0.04672727423956349,0.36206803212126687,0.0,1-Jun-21,0.27823387364051616,0.238951320542563,0.32615527878011874,0.15269274644694955,0.24581833580351467,0.217434554973822,0.0,0.465330033836675,0.14314550042052143,0.31811619649615674,0.10234056666350802,0.19433399602385684,0.2681071023313938,0.20282105213123716,0.17977528089887643,0.1205357142857143,0.45697329376854606,NAHARSPING
Miscellaneous,0.03968253968253968,0.10846836602545881,0.42857142857142855,0.23139057422945186,0.047058823529411764,0.02987064086932445,0.057443975350186326,0.29084041548630785,0.3763648041104689,1-Jun-21,0.08392570869990225,0.603144889554474,0.3301587301587301,0.0775293583867995,0.15572105619498985,0.18600682593856657,0.031934392774135026,0.027964566894444813,0.20029642176582682,0.26054852320675104,0.1669157947184853,0.17511041829046506,0.02097299275537109,0.16201389515474152,0.013899613899613899,1-Jun-21,0.03466515901238809,0.04594596341124545,0.5030846234431382,0.03149300349202711,0.40694473851365653,0.07763089005235603,0.012337149624950652,0.315337609211656,0.18166526492851137,0.011042178781848688,0.10846836602545881,0.1669980119284294,0.056902105301254564,0.04344467814575833,0.45617977528089887,0.4107142857142857,0.4470820969337291,NATHBIOGEN
Non Ferrous Metals,1.0,1.0,0.19047619047619047,1.0,0.1176470588235294,0.8700715531353682,1.0,0.09820585457979225,0.09120102761721259,1-Jun-21,0.9675659824046922,0.10763758891800823,0.15106732348111657,0.12754664058620385,0.18009478672985785,0.1552901023890785,1.0,0.9999999999999999,0.04022866821935211,0.030590717299578057,0.04633781763826607,0.0488438555468953,0.5731657614346195,1.0,1.0,1-Jun-21,0.8198375969705001,0.4169515402560308,0.19299266674426724,1.0,0.49968240525089985,0.24943717277486913,1.0,0.08969243977576892,0.17779646761984863,1.0,1.0,0.046222664015904566,1.0,0.02457428731001866,0.41573033707865165,0.45758928571428575,0.46488625123639965,NATIONALUM
Realty,0.7619047619047619,1.0,0.0,0.3599802999562635,0.11058823529411764,0.6547952259048582,0.2289397896301496,0.012275731822474031,0.015414258188824664,1-Jun-21,0.5394486803519062,0.015911643579183822,0.2697318007662835,0.41751414517082364,0.49424509140148953,0.6075085324232082,0.38266472666805235,0.22826141807716369,0.024560660597078128,0.02320675105485232,0.02192326856003986,0.02338269680436477,0.26858226521496836,0.1291347108183705,0.7783783783783784,1-Jun-21,0.6873480863557112,0.03672445992490969,0.020253753928529857,0.1667953552552268,0.09527842473004446,0.23201570680628272,1.0,0.01414069996464825,0.5394449116904962,0.025635022825705258,1.0,0.021868787276341946,0.041173552698528265,0.02457428731001866,0.008988764044943823,0.07366071428571427,0.013847675568743818,NBCC
Media - Print/Television/Radio,1.0,0.15136296155911433,0.14285714285714285,0.161592514579448,0.0,0.03473508823915167,0.07426943443748259,0.1199244570349386,0.14386640976236353,1-Jun-21,0.03324340175953079,0.04286783976038937,0.5274220032840722,0.2683963914279594,0.09207853757616791,0.10238907849829351,0.002418699571058748,0.003210414302043275,0.0355706118992166,0.028481012658227847,0.03736920777279522,0.03949077682514939,0.016026017450323143,0.05763782369394568,0.20386100386100386,1-Jun-21,0.03723646127687288,0.04579087155162943,0.4667675474333605,0.05529956212669931,0.6354012280330298,0.057251308900523566,0.9964469009080142,0.125347204686632,0.10328006728343145,0.03921339108041672,0.15136296155911433,0.037276341948310136,0.023592828904089463,0.04515584708804203,0.42696629213483145,0.6026785714285714,0.3699307616221563,NDTV
Chemicals,0.03571428571428571,0.13582235699169273,0.42857142857142855,0.16663077841250729,0.05411764705882353,0.03267447452407207,0.032329655129700555,0.15486307837582622,0.1721258831085421,1-Jun-21,0.033094819159335286,0.1456383377012355,0.6760810071154898,1.0000000000000002,0.9776574136763712,1.0,0.05177528769297632,0.035676610033185494,0.4340461571035359,0.6329113924050632,0.48430493273542596,0.5040270200051962,0.07497750089414192,0.026491022286384558,0.03088803088803089,1-Jun-21,0.03405289400596774,0.039283475608573995,0.4379001280409731,0.026312249991282382,0.3245818335803514,0.037945026178010474,0.027363797868140548,0.14100297964749256,1.0,0.024776620234890166,0.13582235699169273,0.48161033797216696,0.025642990809398806,0.02457428731001866,0.3977528089887641,0.31696428571428575,0.36597428288822953,NEOGEN
FMCG,0.023809523809523808,0.5975551975741495,0.42857142857142855,0.4293819744599811,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,1-Jun-21,1.0,0.3908648446274803,0.12194854953475642,1.0000000000000002,1.0,1.0,0.6917480773228019,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.01698841698841699,1-Jun-21,1.0,1.0,0.569200325922477,1.0,0.5079398687275036,1.0,0.014804579549940784,1.0,1.0,1.0,0.5975551975741495,0.9999999999999999,0.8512046564009544,0.3751024918897723,0.5078651685393258,0.5089285714285714,0.4846686449060337,NESTLEIND
IT - Software,0.2857142857142857,0.43052528506901677,0.42857142857142855,0.23170649021070253,0.08235294117647059,0.06533729069614935,0.12963861391248696,0.1964117091595845,0.22992935131663456,1-Jun-21,0.06238123167155425,0.17708723324597528,0.5777777777777777,0.5422279169136694,0.45768449559918756,0.4965870307167236,0.46561856351920783,0.06380458124839299,0.3188651280965488,0.1962025316455696,0.30094668659691076,0.3154065991166537,0.14092375256805878,0.07788504917441127,0.21158301158301157,1-Jun-21,0.06985933185132182,0.09333298868475641,0.5072750552904202,0.10774970982798901,0.6542451831463052,0.13581151832460733,0.1885609948677458,0.20059592949851018,0.5137089991589571,0.08127511803035624,0.43052528506901677,0.30119284294234594,0.051581903222990756,0.07232065404679573,0.6089887640449438,0.6450892857142857,0.2828882294757666,NEWGEN
Textiles,0.753968253968254,0.3435989765943334,0.42857142857142855,0.21840523526427041,0.03529411764705882,0.1578064810721798,0.07078047420956471,0.26817752596789424,0.1567116249197174,1-Jun-21,0.2164770283479961,0.18644702358667165,0.4072249589490968,0.17528568791607352,0.2410291130670278,0.13139931740614336,0.11173258252867481,0.05305514014724011,0.12407368198179124,0.03691983122362869,0.10762331838565022,0.11275656014549235,0.040354662430236145,0.21651177479021927,0.0,1-Jun-21,0.20643236552958552,0.23413054857283178,0.43068327319287625,0.15089940869669177,0.3273343214058861,0.18028795811518328,1.0,0.2474622493813444,0.1490328006728343,0.35163291583752787,0.3435989765943334,0.10735586481113318,0.29387782908504867,0.02695091084096824,0.32359550561797756,0.24776785714285712,0.4589515331355094,NITINSPIN
Mining & Mineral products,0.2936507936507936,1.0,0.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.20963172804532576,0.27488760436737314,1-Jun-21,1.0,0.18981654810932233,0.41554460864805687,0.11898031711746511,0.0974949221394719,0.11945392491467577,1.0,0.9999999999999999,0.08934998941350837,0.08016877637130801,0.07673143996013951,0.0805404001039231,1.0,1.0,0.7722007722007722,1-Jun-21,1.0,1.0,1.0,1.0,1.0,1.0,0.4989883537307541,0.3078632392303419,0.08544995794785534,0.9496663935385696,1.0,0.07654075546719681,1.0,1.0,1.0,1.0,1.0,NMDC
Auto Ancillaries,0.2738095238095238,0.11086894721880033,0.047619047619047616,0.21709537607785837,0.0588235294117647,0.07405968104692001,0.05579239654407136,0.08215297450424928,0.07193320488118177,1-Jun-21,0.07871358748778104,0.09883938599775365,0.27870826491516143,0.21176751319521636,0.3344617467840217,0.2696245733788396,0.18964116324332495,0.11551403875405807,0.06436586915096337,0.06962025316455696,0.0687593423019432,0.07170693686671864,0.044336130819200355,0.05872056302445186,0.3335907335907336,1-Jun-21,0.0665029393462464,0.031819679864553106,0.18158538004888838,0.0732578470980308,0.3455430870209612,0.015196335078534032,1.0,0.08797535478006163,0.26745164003364175,0.1040618049865387,0.11086894721880033,0.0680914512922465,0.17810861387340088,0.3527146982282272,0.27415730337078653,0.2611607142857143,0.26310583580613256,NRBBEARING
Power Generation & Distribution,0.22619047619047616,1.0,0.42857142857142855,1.0,0.14588235294117646,1.0000000000000002,1.0,0.2757318224740321,0.21066152858060372,1-Jun-21,1.0,0.24166978659678018,0.3483305966064586,0.06516182256697921,0.0961408259986459,0.06825938566552901,0.6603616711702349,0.9999999999999999,0.050815159856023716,0.08227848101265822,0.057797708021923265,0.060795011691348405,1.0,1.0,0.0015444015444015444,1-Jun-21,1.0,1.0,0.6825747875683855,1.0,0.5602371374126615,1.0,0.07856296881168576,0.1634260895914348,0.12161480235492012,1.0,1.0,0.057654075546719676,1.0,1.0,0.6224719101123596,0.5758928571428571,0.5875370919881306,NTPC
